IDCell,Time,Country_code,SmsIn,SmsOut,CallIn,CallOut,Internet
5548,1383552600000.00,41,,,,0.95599303,1.853512968
5548,1383552600000.00,49,,,,,0.232925537
5548,1383552600000.00,63,,,,0.232925537,
5548,1383552600000.00,94,,,,0.504953017,
5548,1383553200000.00,0,5.638278143,,,,
5548,1383553200000.00,230,,,,0.95599303,
5548,1383553200000.00,33,,,,,0.39256692
5548,1383553200000.00,39,11.97250103,7.477095953,10.20625286,15.87427733,216.1364235
5548,1383553200000.00,49,,,,,0.214297057
5548,1383553200000.00,94,,,,1.009906034,
5548,1383553800000.00,0,0.507877615,,,,
5548,1383553800000.00,20,0.465851074,,,0.504953017,
5548,1383553800000.00,212,,,,0.214297057,
5548,1383553800000.00,39,8.864348559,8.195632071,9.314384386,13.45517458,193.7734481
5548,1383554400000.00,0,5.81329549,,,,
5548,1383554400000.00,1,,,,,1.009906034
5548,1383554400000.00,212,,,,0.369212898,
5548,1383554400000.00,33,,,0.232925537,,
5548,1383554400000.00,39,13.15046995,8.273991337,8.999250752,14.62162411,199.2936087
5548,1383554400000.00,41,,,,0.504953017,
5548,1383554400000.00,63,,,,0.232925537,
5548,1383555000000.00,0,4.736050026,,0.504953017,,
5548,1383555000000.00,230,0.504953017,,,,
5548,1383555000000.00,39,16.02931047,5.601593554,10.03563482,8.085406949,302.5101312
5548,1383555600000.00,0,16.02940862,0.95599303,,,
5548,1383555600000.00,1,,,,,0.95599303
5548,1383555600000.00,212,,,,0.214297057,
5548,1383555600000.00,39,44.02547281,15.50800821,23.96900213,33.11361417,355.6161655
5548,1383555600000.00,41,0.504953017,,,,1.965899065
5548,1383555600000.00,46,0.78513384,,,,
5548,1383556200000.00,0,6.591933271,,,,
5548,1383556200000.00,33,,,,0.0792835,
5548,1383556200000.00,39,19.94802283,10.18138683,25.98731924,21.21289044,268.6878508
5548,1383556200000.00,41,0.95599303,,,0.95599303,3.877885126
5548,1383556200000.00,44,0.53856161,,,,
5548,1383556200000.00,46,,0.39256692,,,
5548,1383556200000.00,49,,,0.0792835,,
5548,1383556200000.00,63,,,,0.214297057,
5548,1383556800000.00,0,9.343016034,,,0.95599303,
5548,1383556800000.00,1,,,,0.39256692,
5548,1383556800000.00,234,,,,0.214297057,
5548,1383556800000.00,380,,,,0.232925537,
5548,1383556800000.00,39,24.40530624,13.25732787,23.7647078,18.07453926,245.5635261
5548,1383556800000.00,41,,,,0.95599303,3.877885126
5548,1383556800000.00,44,0.807842415,0.269280805,,,
5548,1383556800000.00,49,,,,,0.214297057
5548,1383557400000.00,0,5.68917086,,,0.083357603,
5548,1383557400000.00,39,22.59110011,9.720633174,17.95719865,27.57072901,252.5183929
5548,1383557400000.00,40,,,0.0792835,,
5548,1383557400000.00,41,,,0.504953017,0.0792835,1.911986061
5548,1383557400000.00,94,,,,0.316283141,
5548,1383558000000.00,0,5.493526686,,,,
5548,1383558000000.00,39,12.86677583,10.19208364,20.44960725,23.32245058,296.242915
5548,1383558000000.00,41,,,0.083357603,0.95599303,0.95599303
5548,1383558000000.00,7,,,,0.39256692,
5548,1383558000000.00,91,,0.39256692,0.39256692,,
5548,1383558600000.00,0,8.405245947,,0.166715207,,
5548,1383558600000.00,33,,,,,0.39256692
5548,1383558600000.00,39,15.31104351,10.9259139,26.46358723,24.05543526,287.0044724
5548,1383558600000.00,420,,,,0.95599303,
5548,1383559200000.00,0,7.140876785,,,,
5548,1383559200000.00,33,,,,0.0792835,
5548,1383559200000.00,39,14.44941232,13.36870946,30.60662752,22.13079249,252.4206755
5548,1383559200000.00,41,,,,,1.460946048
5548,1383559200000.00,420,,,,,0.95599303
5548,1383559200000.00,94,,,,0.504953017,
5548,1383559800000.00,0,6.091956686,,,,
5548,1383559800000.00,1,,,,,1.514859051
5548,1383559800000.00,31,,0.25007281,,,
5548,1383559800000.00,33,,,,0.0792835,
5548,1383559800000.00,39,12.72946772,14.02508099,22.65884649,25.46857776,244.0084366
5548,1383559800000.00,63,,,,0.802207867,
5548,1383559800000.00,94,,,,0.232925537,
5548,1383560400000.00,0,11.10320776,,,0.504953017,
5548,1383560400000.00,1,,,,,1.911986061
5548,1383560400000.00,380,,,,0.39256692,
5548,1383560400000.00,39,15.43817863,5.614168227,22.20087353,25.47903888,247.4913295
5548,1383560400000.00,41,,,,,1.460946048
5548,1383561000000.00,0,4.577156463,,,,
5548,1383561000000.00,380,,,,0.39256692,
5548,1383561000000.00,39,15.29152496,9.74584417,16.81029541,17.46140214,296.0535323
5548,1383561000000.00,41,,,,,1.460946048
5548,1383561000000.00,94,,,,0.232925537,
5548,1383561600000.00,0,4.308445915,,,,
5548,1383561600000.00,33,,,,,0.39256692
5548,1383561600000.00,352,,,0.0792835,,
5548,1383561600000.00,39,15.47592521,11.02635749,19.50526177,17.68448347,308.8359952
5548,1383561600000.00,41,,,,0.0792835,
5548,1383561600000.00,44,0.39256692,,,,
5548,1383561600000.00,46,,,,,0.232925537
5548,1383561600000.00,7,0.232925537,,,,
5548,1383561600000.00,852,,0.232925537,,,
5548,1383562200000.00,0,2.888890064,0.39256692,,,
5548,1383562200000.00,39,13.08469949,9.552470937,13.65855821,17.17727713,234.6259355
5548,1383562200000.00,41,0.95599303,,,2.809505998,
5548,1383562200000.00,44,0.39256692,,,0.232925537,
5548,1383562800000.00,0,6.241308592,,,,
5548,1383562800000.00,20,,,,0.95599303,
5548,1383562800000.00,33,,,0.0792835,,
5548,1383562800000.00,39,12.30201464,9.803256898,14.3308879,21.62460546,255.9650672
5548,1383562800000.00,41,,,,,1.460946048
5548,1383563400000.00,0,3.122496013,,,,
5548,1383563400000.00,216,,,,0.39256692,
5548,1383563400000.00,39,16.56823083,10.88238402,19.23336043,22.2401475,242.2071709
5548,1383563400000.00,7,,0.083357603,,,
5548,1383563400000.00,94,,,,0.504953017,
5548,1383564000000.00,0,5.947293271,,,,
5548,1383564000000.00,39,15.4698907,12.05832511,16.53428896,19.90852655,304.931603
5548,1383564000000.00,41,0.504953017,,,,
5548,1383564000000.00,880,,,,0.232925537,
5548,1383564000000.00,90,0.95599303,,,,
5548,1383564600000.00,0,8.831195599,,0.232925537,,
5548,1383564600000.00,230,,,0.95599303,,
5548,1383564600000.00,33,0.465851074,,,,
5548,1383564600000.00,39,14.59327169,12.10659648,20.05460722,22.51533154,282.0581162
5548,1383564600000.00,41,,0.504953017,,,1.460946048
5548,1383564600000.00,63,,,,0.232925537,
5548,1383564600000.00,7,0.083357603,,,,
5548,1383565200000.00,0,14.52242876,,,,
5548,1383565200000.00,20,,,0.39256692,,
5548,1383565200000.00,216,,,,0.95599303,
5548,1383565200000.00,31,,,0.39256692,,
5548,1383565200000.00,34,,,0.39256692,,
5548,1383565200000.00,39,12.72917711,7.011739653,23.82387745,15.14568447,282.4149743
5548,1383565200000.00,41,0.504953017,,2.019812069,,1.460946048
5548,1383565200000.00,420,,,0.232925537,,
5548,1383565800000.00,0,7.625022738,,0.504953017,,
5548,1383565800000.00,380,,,,0.214297057,
5548,1383565800000.00,39,11.3634843,8.648885921,12.1817005,16.92457982,249.9229088
5548,1383565800000.00,41,,1.009906034,0.504953017,,
5548,1383565800000.00,49,,,,,0.232925537
5548,1383565800000.00,63,,,,0.232925537,
5548,1383566400000.00,0,6.92809971,,,,
5548,1383566400000.00,254,,0.78513384,,,
5548,1383566400000.00,39,10.72358551,8.623342532,14.80029466,20.35101831,282.4107272
5548,1383566400000.00,41,,0.504953017,,,
5548,1383566400000.00,49,,,,,0.504953017
5548,1383566400000.00,86,0.39256692,0.39256692,,,
5548,1383567000000.00,0,4.466565849,,,,
5548,1383567000000.00,39,10.6861206,5.943509663,21.75403031,21.77049718,238.9218446
5548,1383567000000.00,41,,,,,0.95599303
5548,1383567000000.00,44,1.009906034,,,,
5548,1383567600000.00,0,8.042059856,,0.504953017,,
5548,1383567600000.00,33,,,,0.0792835,
5548,1383567600000.00,380,,,,1.307160884,
5548,1383567600000.00,39,17.88381779,12.07963224,11.73606813,15.64999627,248.6896106
5548,1383567600000.00,41,,,,0.083357603,1.460946048
5548,1383567600000.00,94,,,,0.232925537,
5548,1383568200000.00,0,7.561593879,,,,
5548,1383568200000.00,39,12.4315036,12.3221872,22.37473134,20.93711086,277.260567
5548,1383568200000.00,41,,,,,0.897519937
5548,1383568200000.00,49,,,0.0792835,,
5548,1383568200000.00,86,,0.39256692,,,
5548,1383568200000.00,880,,,,0.232925537,
5548,1383568800000.00,0,5.81573079,,,,
5548,1383568800000.00,216,0.39256692,,,,
5548,1383568800000.00,39,15.90557727,15.9906251,17.35336149,22.4070913,274.4175754
5548,1383568800000.00,41,,,0.0792835,,0.95599303
5548,1383568800000.00,49,,,,,0.504953017
5548,1383568800000.00,7,,0.083357603,,,
5548,1383569400000.00,0,1.986725283,,,,
5548,1383569400000.00,39,10.93717315,11.6843973,17.20767497,18.4969175,296.8479351
5548,1383569400000.00,593,,,,0.158566999,
5548,1383570000000.00,0,1.560471565,0.868491444,,0.465851074,
5548,1383570000000.00,1,,,,,0.95599303
5548,1383570000000.00,31,,,,,0.39256692
5548,1383570000000.00,39,18.66752446,12.42861629,16.14582506,17.32308757,279.9955318
5548,1383570000000.00,41,,,0.214297057,,
5548,1383570600000.00,0,2.151504572,0.39256692,,,
5548,1383570600000.00,39,10.80246942,13.80012614,19.64367864,20.33659826,385.3072192
5548,1383570600000.00,41,,,0.083357603,,
5548,1383570600000.00,49,,,,0.232925537,
5548,1383570600000.00,63,,,,0.39256692,
5548,1383571200000.00,0,7.378435634,,,,
5548,1383571200000.00,39,15.43274689,12.8809985,15.33258185,16.20435304,281.3808707
5548,1383571200000.00,7,,0.083357603,,,
5548,1383571200000.00,86,,,,0.0792835,
5548,1383571200000.00,880,,,,0.232925537,
5548,1383571800000.00,0,5.818205919,,,,
5548,1383571800000.00,39,16.97311243,13.80951801,21.10190005,20.88938623,304.5611442
5548,1383571800000.00,41,,,,0.39256692,
5548,1383571800000.00,44,,,0.39256692,,
5548,1383572400000.00,0,3.891567735,,,0.0792835,
5548,1383572400000.00,39,11.4833476,6.510211094,19.28832149,18.00781256,344.0512604
5548,1383572400000.00,41,0.504953017,,,,
5548,1383572400000.00,48,,,,0.269280805,
5548,1383572400000.00,54,,,,,0.504953017
5548,1383572400000.00,593,,,,0.504953017,
5548,1383573000000.00,0,6.672628972,,,4.289823196,
5548,1383573000000.00,34,0.504953017,,,,
5548,1383573000000.00,385,0.95599303,0.39256692,,,
5548,1383573000000.00,39,14.44424524,7.301073777,20.49350869,16.8431517,308.5305133
5548,1383573000000.00,49,,,,0.95599303,
5548,1383573000000.00,61,,,,0.083357603,
5548,1383573000000.00,94,,,,0.95599303,
5548,1383573600000.00,0,8.448258609,,,,
5548,1383573600000.00,20,,,,0.232925537,
5548,1383573600000.00,212,,,,0.214297057,
5548,1383573600000.00,39,16.18170213,9.696281749,17.93229688,23.97581618,253.9645923
5548,1383573600000.00,41,,,0.95599303,,
5548,1383573600000.00,94,,,,0.083357603,
5548,1383574200000.00,0,6.930908616,0.39256692,,0.39256692,
5548,1383574200000.00,32,,,,0.0792835,
5548,1383574200000.00,33,,,,,0.465851074
5548,1383574200000.00,351,,,,0.39256692,
5548,1383574200000.00,39,17.47328471,13.99772016,18.95925717,18.72410391,252.5796189
5548,1383574200000.00,40,,,,0.39256692,
5548,1383574200000.00,41,,,0.39256692,,
5548,1383574200000.00,43,,,0.78513384,,
5548,1383574200000.00,593,,,0.504953017,,
5548,1383574200000.00,63,0.214297057,,,,
5548,1383574200000.00,94,,,,0.504953017,
5548,1383574800000.00,0,6.05239319,,,,
5548,1383574800000.00,39,11.27754382,9.982788482,17.09230467,16.78697418,273.0989167
5548,1383574800000.00,41,,0.39256692,,,
5548,1383574800000.00,94,,,,0.504953017,
5548,1383575400000.00,0,2.334629814,0.39256692,,0.897519937,
5548,1383575400000.00,34,,,,0.39256692,
5548,1383575400000.00,39,14.73764496,14.77373841,17.12510958,24.49670994,249.5537055
5548,1383575400000.00,49,,,,0.083357603,
5548,1383575400000.00,593,,,,0.232925537,
5548,1383575400000.00,880,,,0.39256692,0.39256692,
5548,1383576000000.00,0,4.43628481,,,0.39256692,
5548,1383576000000.00,351,0.504953017,,,,
5548,1383576000000.00,39,6.751271071,8.671228753,21.4602429,20.19625831,250.2315994
5548,1383576000000.00,41,,,0.39256692,,
5548,1383576000000.00,44,,,,0.504953017,
5548,1383576000000.00,54,0.083357603,0.39256692,,,
5548,1383576600000.00,0,3.147674023,,,,
5548,1383576600000.00,39,13.69229074,8.187010434,30.01473988,23.14097562,226.4646115
5548,1383576600000.00,94,,,,0.214297057,
5548,1383577200000.00,0,10.06041579,0.504953017,,,
5548,1383577200000.00,351,,,0.214297057,,
5548,1383577200000.00,39,18.49670896,15.40073572,20.72689077,28.39154047,237.7334038
5548,1383577200000.00,41,,,0.39256692,,
5548,1383577200000.00,44,,,,0.504953017,
5548,1383577800000.00,0,5.356205328,,,,
5548,1383577800000.00,39,15.96365669,8.107629124,16.55924624,23.98420935,233.5302603
5548,1383577800000.00,46,,,,,0.232925537
5548,1383578400000.00,0,7.878901665,,,,
5548,1383578400000.00,351,,,0.214297057,,
5548,1383578400000.00,39,13.85549333,9.298336946,24.16245846,22.35933565,297.2694664
5548,1383578400000.00,880,,,,0.232925537,
5548,1383578400000.00,90,,,0.269280805,,
5548,1383579000000.00,0,4.241615588,,,,
5548,1383579000000.00,31,,0.95599303,,,
5548,1383579000000.00,351,0.680148132,0.214297057,,,
5548,1383579000000.00,39,18.92335283,13.69023451,24.70595941,27.62726344,244.9011242
5548,1383579000000.00,504,,,0.95599303,,
5548,1383579000000.00,971,,1.009906034,,,
5548,1383579600000.00,0,5.638530796,0.504953017,,,
5548,1383579600000.00,351,0.214297057,,,,
5548,1383579600000.00,380,,,,0.214297057,
5548,1383579600000.00,39,17.22487193,11.57718268,24.62338021,28.97762498,259.5178305
5548,1383580200000.00,0,6.154635958,0.269280805,,,
5548,1383580200000.00,36,,,0.504953017,,
5548,1383580200000.00,380,,,,0.214297057,
5548,1383580200000.00,39,21.40954631,7.999251023,18.09318141,19.61208857,291.9200943
5548,1383580200000.00,41,,,0.78513384,,0.39256692
5548,1383580200000.00,49,,,,,0.504953017
5548,1383580200000.00,51,,,,0.39256692,
5548,1383580200000.00,55,,,0.95599303,,
5548,1383580800000.00,0,4.39028183,,,,
5548,1383580800000.00,1,,,,,3.426845112
5548,1383580800000.00,373,,,,0.083357603,
5548,1383580800000.00,380,,,,0.297654661,
5548,1383580800000.00,39,18.95558696,10.53370536,22.41216148,18.97209518,251.060494
5548,1383580800000.00,41,,,0.475924524,,
5548,1383580800000.00,44,,0.504953017,0.232925537,,
5548,1383580800000.00,49,,0.504953017,,,
5548,1383580800000.00,51,,,,0.39256692,
5548,1383580800000.00,971,,,0.214297057,,
5548,1383581400000.00,0,5.64626009,,,0.78513384,
5548,1383581400000.00,32,0.53856161,,,,
5548,1383581400000.00,380,,,,0.802207867,
5548,1383581400000.00,39,14.41169665,9.149838247,20.14673863,21.54157695,234.4740689
5548,1383581400000.00,41,,0.39256692,0.39256692,0.39256692,
5548,1383582000000.00,0,5.31002778,,,,
5548,1383582000000.00,34,,,0.0792835,,
5548,1383582000000.00,355,,,,0.232925537,
5548,1383582000000.00,380,,,,0.269280805,
5548,1383582000000.00,39,19.78371388,13.36308167,18.52902179,20.01781179,282.0949973
5548,1383582000000.00,41,,,,0.39256692,
5548,1383582000000.00,44,0.083357603,,,0.083357603,
5548,1383582000000.00,49,,,,,0.184606449
5548,1383582600000.00,0,5.087052992,,,0.39256692,
5548,1383582600000.00,36,,,0.504953017,,
5548,1383582600000.00,380,,,,0.53856161,
5548,1383582600000.00,39,17.86848097,12.76328474,20.16775929,25.50108768,279.3182588
5548,1383582600000.00,44,0.166715207,,,0.083357603,
5548,1383582600000.00,46,,,,0.39256692,
5548,1383583200000.00,0,2.142949541,,,,
5548,1383583200000.00,32,,,,,0.232925537
5548,1383583200000.00,33,,,0.504953017,0.428594115,
5548,1383583200000.00,39,14.87285944,9.653206629,22.3999726,19.63173723,244.7537252
5548,1383583200000.00,44,,,,0.083357603,
5548,1383583800000.00,0,4.002841604,,,,
5548,1383583800000.00,33,,,0.39256692,,
5548,1383583800000.00,39,16.57518148,14.03128857,19.65465228,21.1059848,254.3779221
5548,1383583800000.00,40,,,0.95599303,,
5548,1383583800000.00,44,,,0.504953017,0.083357603,
5548,1383583800000.00,51,,,,0.232925537,
5548,1383583800000.00,62,0.504953017,0.504953017,,,
5548,1383583800000.00,971,,0.504953017,0.214297057,,
5548,1383584400000.00,0,1.556232557,,,0.083357603,
5548,1383584400000.00,1,0.083357603,,,,
5548,1383584400000.00,212,,,,0.39256692,
5548,1383584400000.00,33,,,,0.0792835,0.39256692
5548,1383584400000.00,39,22.67994591,11.60222127,22.83061212,19.73239685,286.470301
5548,1383584400000.00,7,,,,,0.504953017
5548,1383584400000.00,90,0.083357603,0.083357603,,,
5548,1383584400000.00,94,0.083357603,,,,
5548,1383585000000.00,0,2.325363388,0.39256692,,,
5548,1383585000000.00,1,,,,,2.416939078
5548,1383585000000.00,33,,,0.39256692,,
5548,1383585000000.00,351,,,0.214297057,,0.95599303
5548,1383585000000.00,36,,,,0.504953017,
5548,1383585000000.00,39,13.48949949,14.97593381,19.79577891,21.00277847,327.3923991
5548,1383585000000.00,41,,,,0.95599303,
5548,1383585000000.00,46,,,,,0.719250075
5548,1383585000000.00,49,,,0.232925537,,
5548,1383585000000.00,90,,0.083357603,,,
5548,1383585600000.00,0,0.391492536,0.717849126,,,
5548,1383585600000.00,32,,,,,0.504953017
5548,1383585600000.00,351,,,,0.214297057,
5548,1383585600000.00,39,16.22980703,9.459705842,22.01240467,18.56139994,268.286318
5548,1383585600000.00,41,,0.95599303,0.95599303,1.911986061,
5548,1383586200000.00,0,2.205903561,,,,
5548,1383586200000.00,351,,,0.719250075,,
5548,1383586200000.00,36,,,,0.504953017,
5548,1383586200000.00,39,15.06841347,10.45979298,24.47017043,23.45898256,272.2020167
5548,1383586200000.00,44,0.504953017,,,,
5548,1383586200000.00,49,,,,,0.897519937
5548,1383586800000.00,0,3.996062698,,,,
5548,1383586800000.00,353,,,,,0.232925537
5548,1383586800000.00,39,21.8645878,16.68492069,20.86207861,22.87840304,244.385666
5548,1383586800000.00,40,0.95599303,,,,
5548,1383586800000.00,41,0.95599303,,,0.083357603,
5548,1383586800000.00,46,,,,,0.504953017
5548,1383586800000.00,593,,,,0.504953017,
5548,1383587400000.00,0,2.086438505,,,,
5548,1383587400000.00,33,0.39256692,,,,0.39256692
5548,1383587400000.00,352,,,,0.083357603,
5548,1383587400000.00,39,9.140272334,8.295125444,18.1548704,22.15647815,260.8939352
5548,1383587400000.00,40,,2.867979091,0.95599303,,
5548,1383587400000.00,593,,,,0.0792835,
5548,1383588000000.00,0,5.658803936,0.39256692,,,
5548,1383588000000.00,32,0.269280805,0.269280805,,,
5548,1383588000000.00,351,,,0.214297057,,
5548,1383588000000.00,380,,,,0.232925537,
5548,1383588000000.00,39,12.01456891,13.7993876,20.27158243,17.26318301,243.415778
5548,1383588000000.00,40,,,,0.39256692,
5548,1383588000000.00,41,,0.95599303,,0.475924524,0.504953017
5548,1383588600000.00,0,5.844574896,,,,
5548,1383588600000.00,216,,,0.0792835,0.0792835,
5548,1383588600000.00,33,0.166715207,0.083357603,,,
5548,1383588600000.00,39,13.47054253,10.08928342,20.18363071,22.65417069,267.8352125
5548,1383588600000.00,41,,,,0.083357603,
5548,1383588600000.00,44,,,0.214297057,,0.0792835
5548,1383588600000.00,86,,0.083357603,,,
5548,1383589200000.00,0,10.08622261,,,,
5548,1383589200000.00,33,0.083357603,,,,0.39256692
5548,1383589200000.00,372,,,0.504953017,,
5548,1383589200000.00,39,17.92787489,19.16131542,18.98519093,18.71679902,318.6490776
5548,1383589200000.00,40,,,,0.39256692,
5548,1383589200000.00,44,,,,0.504953017,
5548,1383589800000.00,0,6.112752437,0.504953017,,,
5548,1383589800000.00,39,18.86614936,12.23610571,21.75154621,17.00875951,259.2793569
5548,1383589800000.00,593,,,,0.158566999,
5548,1383589800000.00,90,0.214297057,0.214297057,,,
5548,1383589800000.00,94,,0.504953017,,,
5548,1383590400000.00,0,3.488253182,,,,
